"scientific_name","social"
"Pteroglossus beauharnaisii",1
"Pteroglossus bitorquatus",0
"Pteroglossus sturmii",0
"Pteroglossus azara",0
"Pteroglossus castanotis",1
"Pteroglossus pluricinctus",0
"Pteroglossus aracari",0
"Pteroglossus frantzii",1
"Pteroglossus torquatus",1
"Pteroglossus sanguineus",1
"Andigena laminirostris",1
"Andigena nigrirostris",0
"Andigena cucullata",0
"Andigena hypoglauca",0
"Selenidera spectabilis",0
"Selenidera piperivora",0
"Selenidera reinwardtii",0
"Selenidera langsdorffii",0
"Selenidera maculirostris",0
"Selenidera gouldii",0
"Aulacorhynchus prasinus",0
"Aulacorhynchus atrogularis",1
"Aulacorhynchus cyanolaemus",1
"Aulacorhynchus huallagae",0
"Aulacorhynchus coeruleicinctis",0
"Aulacorhynchus haematopygus",0
"Aulacorhynchus whitelianus",0
"Aulacorhynchus derbianus",0
"Aulacorhynchus sulcatus",0
"Psilopogon pyrolophus",0
"Psilopogon viridis",0
"Psilopogon corvinus",0
"Psilopogon franklinii",1
"Psilopogon australis",1
"Psilopogon cyanotis",0
"Psilopogon duvaucelii",1
"Psilopogon rubricapillus",1
"Psilopogon haemacephalus",1
"Caloramphus fuliginosus",1
"Caloramphus hayii",1
"Trachylaemus goffinii",0
"Trachylaemus togoensis",0
"Trachyphonus erythrocephalus",1
"Trachyphonus margaritatus",1
"Trachyphonus darnaudii",1
"Trachyphonus emini",1
"Trachyphonus usambiro",1
"Cryptolybia olivacea",1
"Gymnobucco bonapartei",1
"Gymnobucco cinereiceps",0
"Gymnobucco sladeni",1
"Gymnobucco peli",0
"Gymnobucco calvus",1
"Gymnobucco vernayi",1
"Stactolaema leucotis",1
"Stactolaema whytii",1
"Stactolaema anchietae",1
"Pogoniulus scolopaceus",0
"Pogoniulus simplex",0
"Pogoniulus chrysoconus",1
"Buccanodon duchaillui",1
"Tricholaema frontata",0
"Lybius undatus",0
"Lybius vieilloti",1
"Lybius leucocephalus",1
"Lybius chaplini",1
"Lybius rubrifacies",1
"Lybius guifsobalito",0
"Lybius torquatus",1
"Pogonornis melanopterus",1
"Pogonornis minor",0
"Pogonornis dubius",1
"Indicator willcocksi",1
"Indicator minor",1
"Indicator variegatus",1
"Melichneutes robustus",0
"Jynx ruficollis",0
"Picumnus innominatus",0
"Picumnus aurifrons",0
"Picumnus exilis",0
"Picumnus squamulatus",0
"Picumnus nigropunctatus",0
"Picumnus spilogaster",0
"Picumnus steindachneri",0
"Picumnus cirratus",0
"Picumnus dorbignyanus",0
"Picumnus rufiventris",0
"Picumnus limae",0
"Picumnus nebulosus",0
"Picumnus castelnau",0
"Picumnus olivaceus",0
"Picumnus cinnamomeus",0
"Verreauxia africana",0
"Sasia abnormis",0
"Sasia ochracea",0
"Nesoctites micromegas",0
"Hemicircus concretus",0
"Hemicircus sordidus",0
"Hemicircus canente",0
"Melanerpes candidus",0
"Melanerpes herminieri",0
"Melanerpes portoricensis",0
"Melanerpes erythrocephalus",0
"Melanerpes formicivorus",0
"Melanerpes cruentatus",1
"Melanerpes flavifrons",1
"Melanerpes chrysauchen",0
"Melanerpes pucherani",0
"Melanerpes cactorum",0
"Melanerpes striatus",1
"Melanerpes radiolatus",0
"Melanerpes chrysogenys",0
"Melanerpes hypopolius",0
"Melanerpes rubricapillus",0
"Melanerpes uropygialis",0
"Melanerpes hoffmannii",0
"Melanerpes aurifrons",0
"Melanerpes carolinus",0
"Melanerpes superciliaris",0
"Sphyrapicus thyroideus",0
"Sphyrapicus varius",0
"Sphyrapicus nuchalis",0
"Sphyrapicus ruber",0
"Xiphidiopicus percussus",0
"Pardipicus nivosus",0
"Geocolaptes olivaceus",0
"Campethera punctuligera",0
"Campethera bennettii",0
"Campethera scriptoricauda",0
"Campethera nubica",0
"Campethera abingoni",0
"Campethera mombassica",0
"Campethera notata",0
"Campethera maculosa",0
"Campethera cailliautii",0
"Campethera tullbergi",0
"Campethera taeniolaema",0
"Picoides nanus",0
"Picoides canicapillus",0
"Picoides maculatus",0
"Picoides moluccensis",0
"Picoides kizuki",0
"Picoides arcticus",0
"Dendropicos dorae",0
"Leiopicus auriceps",0
"Leiopicus medius",0
"Leiopicus mahrattensis",0
"Dendropicos namaquus",0
"Dendropicos xantholophus",0
"Dendropicos pyrrhogaster",0
"Dendropicos poecilolaemus",0
"Dendropicos fuscescens",0
"Dendropicos gabonensis",0
"Dendropicos lugubris",0
"Dendropicos stierlingi",0
"Dendropicos elliotii",0
"Dendropicos johnstoni",0
"Dendropicos goertae",0
"Dendropicos spodocephalus",0
"Dendropicos griseocephalus",0
"Dendropicos obsoletus",0
"Dryobates nuttallii",0
"Dryobates scalaris",0
"Dryobates pubescens",1
"Dryobates cathpharius",0
"Dryobates pernyii",0
"Dryobates minor",0
"Veniliornis passerinus",0
"Veniliornis mixtus",0
"Veniliornis lignarius",0
"Veniliornis callonotus",0
"Veniliornis dignus",0
"Veniliornis nigriceps",0
"Veniliornis sanguineus",0
"Veniliornis kirkii",0
"Veniliornis affinis",0
"Veniliornis chocoensis",0
"Veniliornis cassini",0
"Veniliornis maculifrons",0
"Leuconotopicus borealis",1
"Leuconotopicus fumigatus",0
"Leuconotopicus stricklandi",0
"Leuconotopicus villosus",0
"Leuconotopicus albolarvatus",0
"Dendrocopos hyperythrus",0
"Dendrocopos macei",0
"Dendrocopos analis",0
"Dendrocopos atratus",0
"Dendrocopos darjellensis",0
"Dendrocopos himalayensis",0
"Dendrocopos assimilis",0
"Dendrocopos syriacus",0
"Dendrocopos major",0
"Dendrocopos owstoni",0
"Piculus simplex",0
"Piculus callopterus",0
"Piculus leucolaemus",0
"Piculus litae",0
"Piculus flavigula",0
"Piculus chrysochloros",0
"Piculus aurulentus",0
"Colaptes rubiginosus",0
"Colaptes aeruginosus",0
"Colaptes rivolii",0
"Colaptes atriceps",0
"Colaptes atricollis",0
"Colaptes punctigula",0
"Colaptes melanochloros",0
"Colaptes melanolaimus",0
"Colaptes auratus",1
"Colaptes cafer",1
"Colaptes chrysoides",0
"Colaptes fernandinae",0
"Colaptes pitius",1
"Colaptes rupicola",1
"Colaptes cinereicapillus",1
"Colaptes campestris",0
"Colaptes campestroides",1
"Celeus loricatus",0
"Celeus undatus",0
"Celeus castaneus",0
"Celeus elegans",0
"Celeus flavescens",0
"Celeus ochraceus",0
"Celeus flavus",0
"Celeus spectabilis",0
"Celeus obrieni",0
"Celeus torquatus",0
"Celeus occidentalis",0
"Celeus tinnunculus",0
"Celeus galeatus",0
"Hylatomus schulzii",0
"Hylatomus lineatus",0
"Hylatomus fuscipennis",0
"Hylatomus pileatus",0
"Dryocopus javensis",0
"Dryocopus hodgei",0
"Dryocopus martius",0
"Campephilus pollens",0
"Campephilus splendens",0
"Campephilus haematogaster",0
"Campephilus rubricollis",0
"Campephilus robustus",0
"Campephilus melanoleucos",0
"Campephilus guatemalensis",0
"Campephilus gayaquilensis",0
"Campephilus leucopogon",0
"Campephilus magellanicus",0
"Campephilus principalis",1
"Campephilus imperialis",0
"Chrysophlegma miniaceum",0
"Chrysophlegma mentale",0
"Chrysophlegma humii",0
"Chrysophlegma flavinucha",0
"Picus chlorolophus",0
"Picus puniceus",0
"Picus vittatus",0
"Picus xanthopygaeus",0
"Picus squamatus",0
"Picus viridis",0
"Picus vaillantii",0
"Picus rabieri",0
"Picus erythropygius",0
"Picus canus",0
"Picus guerini",0
"Picus dedemi",0
"Dinopium javanense",0
"Dinopium everetti",0
"Dinopium benghalense",0
"Dinopium psarodes",0
"Chrysocolaptes validus",0
"Chrysocolaptes lucidus",0
"Chrysocolaptes haematribon",0
"Chrysocolaptes strictus",0
"Chrysocolaptes guttacristatus",0
"Chrysocolaptes stricklandi",0
"Chrysocolaptes festivus",0
"Gecinulus grantia",0
"Gecinulus viridis",0
"Chloropicoides rafflesii",0
"Blythipicus rubiginosus",0
"Blythipicus pyrrhotis",0
"Micropternus brachyurus",0
"Meiglyptes grammithorax",0
"Meiglyptes tristis",0
"Meiglyptes jugularis",0
"Meiglyptes tukki",0
"Mulleripicus fulvus",0
"Mulleripicus funebris",0
"Mulleripicus pulverulentus",0
"Cariama cristata",0
"Caracara plancus",0
"Ibycter americanus",0
"Daptrius ater",0
"Phalcoboenus chimango",0
"Phalcoboenus australis",1
"Phalcoboenus megalopterus",0
"Phalcoboenus albogularis",1
"Herpetotheres cachinnans",0
"Micrastur gilvicollis",0
"Polihierax semitorquatus",0
"Microhierax latifrons",0
"Falco naumanni",0
"Falco tinnunculus",0
"Falco rupicolus",0
"Falco cenchroides",1
"Falco sparverius",0
"Falco alopex",0
"Falco chicquera",0
"Falco vespertinus",0
"Falco amurensis",1
"Falco eleonorae",0
"Falco concolor",1
"Falco femoralis",0
"Falco columbarius",0
"Falco rufigularis",0
"Falco deiroleucus",0
"Falco subbuteo",0
"Falco longipennis",0
"Falco novaeseelandiae",0
"Falco berigora",0
"Falco hypoleucos",0
"Falco subniger",0
"Falco cherrug",0
"Falco rusticolus",0
"Falco mexicanus",0
"Falco peregrinus",0
"Strigops habroptilus",0
"Zanda funerea",1
"Zanda baudinii",1
"Zanda latirostris",1
"Calyptorhynchus lathami",1
"Nymphicus hollandicus",1
"Probosciger aterrimus",1
"Callocephalon fimbriatum",1
"Eolophus roseicapilla",1
"Cacatua leadbeateri",1
"Cacatua haematuropygia",0
"Cacatua goffiniana",1
"Cacatua ducorpsii",0
"Cacatua sanguinea",1
"Cacatua alba",0
"Cacatua ophthalmica",0
"Cacatua moluccensis",0
"Cacatua sulphurea",1
"Cacatua citrinocristata",1
"Cacatua galerita",1
"Psittacus erithacus",1
"Poicephalus gulielmi",1
"Poicephalus fuscicollis",1
"Poicephalus robustus",1
"Poicephalus rufiventris",1
"Touit huetii",1
"Touit costaricensis",0
"Touit purpuratus",1
"Touit melanonotus",1
"Touit surdus",0
"Touit stictopterus",1
"Psilopsiagon aurifrons",1
"Bolborhynchus lineola",1
"Bolborhynchus orbygnesius",1
"Myiopsitta monachus",0
"Brotogeris tirica",1
"Brotogeris versicolurus",1
"Brotogeris chiriri",1
"Brotogeris pyrrhoptera",1
"Brotogeris cyanoptera",1
"Brotogeris chrysoptera",1
"Pionopsitta pileata",1
"Triclaria malachitacea",0
"Pyrilia vulturina",0
"Hapalopsittaca fuertesi",1
"Hapalopsittaca melanotis",1
"Pionus fuscus",0
"Pionus menstruus",1
"Amazona festiva",0
"Amazona vinacea",1
"Amazona agilis",1
"Amazona finschi",1
"Amazona autumnalis",1
"Amazona xantholora",1
"Amazona oratrix",1
"Amazona auropalliata",1
"Amazona ochrocephala",1
"Amazona aestiva",0
"Amazona mercenarius",1
"Amazona farinosa",1
"Amazona imperialis",0
"Amazona brasiliensis",1
"Amazona amazonica",1
"Forpus cyanopygius",0
"Forpus xanthopterygius",1
"Forpus passerinus",1
"Forpus conspicillatus",1
"Forpus coelestis",1
"Forpus xanthops",0
"Pionites melanocephalus",1
"Pionites leucogaster",1
"Pionites xanthurus",1
"Deroptyus accipitrinus",0
"Pyrrhura devillei",1
"Pyrrhura frontalis",1
"Pyrrhura perlata",1
"Pyrrhura molinae",1
"Pyrrhura pfrimeri",1
"Pyrrhura picta",1
"Pyrrhura caeruleiceps",1
"Pyrrhura emma",1
"Pyrrhura amazonum",1
"Pyrrhura roseifrons",1
"Pyrrhura parvifrons",1
"Pyrrhura melanura",1
"Pyrrhura pacifica",1
"Enicognathus leptorhynchus",1
"Cyanoliseus patagonus",0
"Anodorhynchus hyacinthinus",0
"Anodorhynchus leari",1
"Rhynchopsitta terrisi",0
"Eupsittula nana",1
"Eupsittula astec",1
"Eupsittula canicularis",1
"Eupsittula aurea",0
"Eupsittula pertinax",1
"Eupsittula cactorum",1
"Conuropsis carolinensis",1
"Aratinga weddellii",1
"Aratinga nenday",1
"Aratinga solstitialis",1
"Aratinga maculata",1
"Aratinga jandaya",0
"Aratinga auricapillus",1
"Orthopsittaca manilatus",1
"Primolius couloni",0
"Primolius auricollis",1
"Ara ararauna",0
"Ara glaucogularis",0
"Ara rubrogenys",1
"Ara macao",0
"Ara chloropterus",0
"Leptosittaca branickii",1
"Ognorhynchus icterotis",0
"Guaruba guarouba",1
"Diopsittaca nobilis",1
"Psittacara acuticaudatus",1
"Psittacara holochlorus",1
"Psittacara rubritorquis",0
"Psittacara strenuus",0
"Psittacara wagleri",0
"Psittacara frontatus",0
"Psittacara mitratus",1
"Psittacara erythrogenys",1
"Psittacara finschi",1
"Psittacara leucophthalmus",1
"Psittacara euops",1
"Psittacara maugei",1
"Psittrichas fulgidus",1
"Micropsitta keiensis",1
"Micropsitta geelvinkiana",1
"Micropsitta pusio",1
"Micropsitta meeki",1
"Micropsitta finschii",1
"Micropsitta bruijnii",1
"Polytelis swainsonii",0
"Polytelis anthopeplus",0
"Polytelis alexandrae",1
"Alisterus scapularis",1
"Aprosmictus erythropterus",1
"Prioniturus mada",1
"Prioniturus platurus",0
"Prioniturus flavicans",0
"Prioniturus discurus",0
"Eclectus cornelia",0
"Eclectus riedeli",0
"Geoffroyus simplex",1
"Psittinus cyanurus",1
"Himalayapsitta himalayana",0
"Himalayapsitta cyanocephala",0
"Psittacula derbiana",1
"Belocercus longicaudus",0
"Palaeornis eupatria",1
"Alexandrinus krameri",1
"Psephotus haematonotus",1
"Psephotellus chrysopterygius",1
"Platycercus eximius",1
"Lathamus discolor",1
"Prosopeia personata",0
"Prosopeia tabuensis",1
"Cyanoramphus saisseti",0
"Cyanoramphus forbesi",0
"Neophema chrysostoma",1
"Neophema splendida",1
"Oreopsittacus arfaki",0
"Charmosyna wilhelminae",0
"Charmosyna multistriata",1
"Charmosyna meeki",1
"Glossopsitta porphyrocephala",1
"Pseudeos fuscata",1
"Chalcopsitta atra",1
"Chalcopsitta scintillata",1
"Glossopsitta concinna",1
"Trichoglossus johnstoniae",1
"Trichoglossus flavoviridis",1
"Trichoglossus meyeri",1
"Trichoglossus ornatus",1
"Eos bornea",1
"Eos squamata",1
"Trichoglossus rubiginosus",1
"Trichoglossus chlorolepidotus",1
"Trichoglossus haematodus",1
"Trichoglossus euteles",1
"Melopsittacus undulatus",1
"Psittaculirostris edwardsii",1
"Cyclopsitta nigrifrons",0
"Cyclopsitta amabilis",0
"Cyclopsitta melanogenia",0
"Cyclopsitta coxeni",0
"Loriculus philippensis",1
"Loriculus camiguinensis",0
"Loriculus bonapartei",0
"Loriculus galgulus",1
"Loriculus exilis",1
"Agapornis swindernianus",1
"Agapornis roseicollis",1
"Agapornis fischeri",1
"Agapornis lilianae",1
"Acanthisitta chloris",0
"Xenicus gilviventris",0
"Philepitta schlegeli",1
"Philepitta castanea",1
"Pseudocalyptomena graueri",1
"Psarisomus dalhousiae",1
"Corydon sumatranus",1
"Sarcophanops samarensis",0
"Sarcophanops steerii",0
"Serilophus rubropygius",0
"Serilophus lunatus",0
"Eurylaimus javanicus",0
"Eurylaimus ochromalus",0
"Hydrornis schneideri",0
"Pitta sordida",0
"Pitta rosenbergii",0
"Pitta versicolor",0
"Sclerurus mexicanus",0
"Sclerurus rufigularis",0
"Sclerurus guatemalensis",0
"Sclerurus caudacutus",0
"Sclerurus albigularis",0
"Sclerurus scansor",0
"Geositta peruviana",0
"Geositta tenuirostris",0
"Geositta cunicularia",0
"Geositta punensis",0
"Geositta poeciloptera",0
"Geositta crassirostris",0
"Geositta rufipennis",1
"Geositta maritima",1
"Geositta antarctica",1
"Geositta saxicolina",0
"Geositta isabellina",0
"Certhiasomus stictolaemus",0
"Sittasomus griseicapillus",0
"Deconychura longicauda",0
"Dendrocincla tyrannina",1
"Dendrocincla merula",0
"Dendrocincla homochroa",0
"Dendrocincla anabatina",0
"Dendrocincla fuliginosa",0
"Glyphorynchus spirurus",0
"Dendrexetastes rufigula",0
"Nasica longirostris",0
"Dendrocolaptes sanctithomae",0
"Dendrocolaptes certhia",0
"Dendrocolaptes picumnus",0
"Dendrocolaptes hoffmannsi",0
"Dendrocolaptes platyrostris",0
"Hylexetastes perrotii",0
"Hylexetastes uniformis",0
"Xiphocolaptes promeropirhynchus",0
"Xiphocolaptes falcirostris",0
"Xiphocolaptes albicollis",0
"Xiphocolaptes major",0
"Xiphorhynchus obsoletus",0
"Xiphorhynchus fuscus",0
"Xiphorhynchus pardalotus",0
"Xiphorhynchus ocellatus",0
"Xiphorhynchus elegans",0
"Xiphorhynchus spixii",0
"Xiphorhynchus guttatus",0
"Xiphorhynchus susurrans",0
"Xiphorhynchus flavigaster",0
"Xiphorhynchus lachrymosus",0
"Xiphorhynchus erythropygius",0
"Xiphorhynchus triangularis",0
"Dendroplex picus",0
"Dendroplex kienerii",0
"Campylorhamphus trochilirostris",0
"Campylorhamphus falcularius",0
"Campylorhamphus procurvoides",0
"Campylorhamphus pusillus",0
"Drymotoxeres pucheranii",0
"Drymornis bridgesii",0
"Lepidocolaptes leucogaster",0
"Lepidocolaptes souleyetii",0
"Lepidocolaptes angustirostris",0
"Lepidocolaptes affinis",0
"Lepidocolaptes lacrymiger",0
"Lepidocolaptes squamatus",0
"Lepidocolaptes falcinellus",0
"Lepidocolaptes albolineatus",0
"Lepidocolaptes duidae",0
"Lepidocolaptes fatimalimae",0
"Lepidocolaptes fuscicapillus",0
"Xenops tenuirostris",0
"Xenops mexicanus",0
"Xenops minutus",0
"Xenops rutilus",0
"Berlepschia rikeri",0
"Microxenops milleri",0
"Pygarrhichas albogularis",0
"Ochetorhynchus ruficaudus",0
"Ochetorhynchus andaecola",0
"Ochetorhynchus phoenicurus",0
"Ochetorhynchus melanurus",0
"Pseudocolaptes lawrencii",0
"Pseudocolaptes boissonneauii",0
"Premnornis guttuliger",0
"Tarphonomus harterti",0
"Tarphonomus certhioides",0
"Furnarius figulus",0
"Furnarius leucopus",0
"Furnarius torridus",0
"Furnarius minor",0
"Furnarius rufus",0
"Furnarius cristatus",0
"Lochmias nematura",0
"Phleocryptes melanops",0
"Limnornis curvirostris",0
"Geocerthia serrana",0
"Upucerthia dumetaria",0
"Upucerthia albigula",0
"Upucerthia validirostris",0
"Cinclodes pabsti",0
"Cinclodes antarcticus",0
"Cinclodes fuscus",0
"Cinclodes comechingonus",0
"Cinclodes olrogi",0
"Cinclodes oustaleti",0
"Cinclodes excelsior",0
"Cinclodes aricomae",0
"Cinclodes palliatus",0
"Cinclodes atacamensis",0
"Cinclodes patagonicus",0
"Cinclodes taczanowskii",0
"Cinclodes nigrofumosus",0
"Anabazenops dorsalis",1
"Anabazenops fuscus",0
"Megaxenops parnaguae",0
"Heliobletus contaminatus",0
"Philydor fuscipenne",0
"Philydor erythrocercum",0
"Philydor novaesi",0
"Philydor atricapillus",0
"Philydor pyrrhodes",0
"Anabacerthia striaticollis",0
"Anabacerthia variegaticeps",0
"Anabacerthia ruficaudata",0
"Anabacerthia amaurotis",0
"Anabacerthia lichtensteini",0
"Syndactyla rufosuperciliata",0
"Syndactyla dimidiata",0
"Syndactyla roraimae",0
"Syndactyla subalaris",0
"Syndactyla ruficollis",0
"Syndactyla guttulata",0
"Syndactyla ucayalae",0
"Ancistrops strigilatus",0
"Dendroma rufa",0
"Dendroma erythroptera",0
"Clibanornis dendrocolaptoides",0
"Clibanornis rectirostris",0
"Clibanornis erythrocephalus",0
"Clibanornis rubiginosus",0
"Thripadectes ignobilis",0
"Thripadectes flammulatus",0
"Thripadectes scrutator",0
"Thripadectes rufobrunneus",0
"Thripadectes melanorhynchus",0
"Thripadectes holostictus",0
"Thripadectes virgaticeps",0
"Automolus rufipileatus",0
"Automolus cervinigularis",0
"Automolus ochrolaemus",0
"Automolus subulatus",0
"Automolus infuscatus",0
"Automolus paraensis",0
"Automolus leucophthalmus",1
"Premnoplex brunnescens",1
"Premnoplex tatei",0
"Margarornis rubiginosus",0
"Margarornis stellatus",0
"Margarornis squamiger",0
"Aphrastura spinicauda",1
"Aphrastura masafuerae",0
"Sylviorthorhynchus desmurii",1
"Leptasthenura fuliginiceps",0
"Leptasthenura platensis",0
"Leptasthenura aegithaloides",1
"Leptasthenura striolata",0
"Leptasthenura pileata",0
"Leptasthenura xenothorax",0
"Leptasthenura striata",0
"Leptasthenura andicola",0
"Leptasthenura setaria",0
"Phacellodomus rufifrons",0
"Phacellodomus striaticeps",0
"Phacellodomus sibilatrix",0
"Phacellodomus dorsalis",0
"Phacellodomus maculipectus",0
"Phacellodomus striaticollis",0
"Phacellodomus ruber",0
"Phacellodomus erythrophthalmus",0
"Hellmayrea gularis",0
"Anumbius annumbi",0
"Coryphistera alaudina",1
"Asthenes usheri",0
"Asthenes arequipae",0
"Asthenes dorbignyi",0
"Asthenes berlepschi",0
"Asthenes baeri",0
"Asthenes luizae",0
"Asthenes hudsoni",0
"Asthenes anthoides",0
"Asthenes urubambensis",0
"Asthenes flammulata",0
"Asthenes virgata",0
"Asthenes maculicauda",0
"Asthenes wyatti",0
"Asthenes humilis",0
"Asthenes modesta",0
"Asthenes moreirae",0
"Asthenes pyrrholeuca",0
"Asthenes harterti",0
"Asthenes helleri",0
"Asthenes vilcabambae",0
"Asthenes pudibunda",0
"Asthenes ottonis",0
"Asthenes heterura",0
"Asthenes palpebralis",0
"Asthenes coryi",0
"Asthenes perijana",0
"Asthenes fuliginosa",0
"Asthenes griseomurina",0
"Acrobatornis fonsecai",0
"Metopothrix aurantiaca",0
"Xenerpestes minlosi",0
"Xenerpestes singularis",0
"Siptornis striaticollis",0
"Roraimia adusta",0
"Thripophaga gutturata",0
"Thripophaga macroura",0
"Thripophaga fusciceps",0
"Limnoctites rectirostris",0
"Limnoctites sulphuriferus",0
"Cranioleuca berlepschi",0
"Cranioleuca marcapatae",0
"Cranioleuca albiceps",0
"Cranioleuca vulpina",0
"Cranioleuca vulpecula",0
"Cranioleuca subcristata",0
"Cranioleuca pyrrhophia",0
"Cranioleuca henricae",0
"Cranioleuca obsoleta",0
"Cranioleuca pallida",0
"Cranioleuca semicinerea",0
"Cranioleuca albicapilla",0
"Cranioleuca erythrops",0
"Cranioleuca demissa",0
"Cranioleuca hellmayri",0
"Cranioleuca curtata",0
"Cranioleuca antisiensis",0
"Cranioleuca muelleri",0
"Pseudasthenes humicola",0
"Pseudasthenes patagonica",0
"Pseudasthenes steinbachi",0
"Pseudasthenes cactorum",0
"Spartonoica maluroides",0
"Pseudoseisura cristata",0
"Pseudoseisura unirufa",0
"Pseudoseisura lophotes",0
"Pseudoseisura gutturalis",0
"Certhiaxis cinnamomeus",0
"Certhiaxis mustelinus",0
"Mazaria propinqua",0
"Schoeniophylax phryganophilus",0
"Synallaxis scutata",0
"Synallaxis cinerascens",0
"Synallaxis gujanensis",0
"Synallaxis albilora",0
"Synallaxis maranonica",0
"Synallaxis hypochondriaca",0
"Synallaxis stictothorax",0
"Synallaxis zimmeri",0
"Synallaxis brachyura",0
"Synallaxis subpudica",0
"Synallaxis hellmayri",0
"Synallaxis ruficapilla",0
"Synallaxis cinerea",0
"Synallaxis infuscata",0
"Synallaxis moesta",0
"Synallaxis macconnelli",0
"Synallaxis cabanisi",0
"Synallaxis hypospodia",0
"Synallaxis spixi",0
"Synallaxis albigularis",0
"Synallaxis albescens",0
"Synallaxis frontalis",0
"Synallaxis azarae",0
"Synallaxis courseni",0
"Synallaxis candei",0
"Synallaxis erythrothorax",0
"Synallaxis kollari",0
"Synallaxis tithys",0
"Synallaxis fuscorufa",0
"Synallaxis unirufa",0
"Synallaxis castanea",0
"Synallaxis cinnamomea",0
"Synallaxis rutilans",0
"Synallaxis cherriei",0
"Euchrepomis callinota",0
"Euchrepomis humeralis",0
"Euchrepomis sharpei",0
"Euchrepomis spodioptila",0
"Myrmornis torquata",0
"Pygiptila stellaris",0
"Thamnistes anabatinus",0
"Thamnistes rufescens",0
"Microrhopias quixensis",0
"Neoctantes niger",0
"Clytoctantes atrogularis",0
"Epinecrophylla fulviventris",0
"Epinecrophylla ornata",0
"Epinecrophylla erythrura",0
"Epinecrophylla leucophthalma",0
"Epinecrophylla gutturalis",0
"Epinecrophylla haematonota",0
"Epinecrophylla spodionota",0
"Epinecrophylla amazonica",0
"Myrmorchilus strigilatus",0
"Aprositornis disjuncta",0
"Ammonastes pelzelni",0
"Myrmophylax atrothorax",0
"Myrmotherula ignota",0
"Myrmotherula brachyura",0
"Myrmotherula surinamensis",0
"Myrmotherula multostriata",0
"Myrmotherula pacifica",0
"Myrmotherula cherriei",0
"Myrmotherula klagesi",0
"Myrmotherula longicauda",0
"Myrmotherula ambigua",0
"Myrmotherula sclateri",0
"Myrmotherula axillaris",0
"Myrmotherula schisticolor",0
"Myrmotherula sunensis",0
"Myrmotherula minor",0
"Myrmotherula longipennis",0
"Myrmotherula urosticta",0
"Myrmotherula iheringi",0
"Myrmotherula grisea",0
"Myrmotherula unicolor",0
"Myrmotherula snowi",0
"Myrmotherula behni",0
"Myrmotherula menetriesii",0
"Myrmotherula assimilis",0
"Terenura maculata",0
"Terenura sicki",0
"Myrmochanes hemileucus",0
"Formicivora iheringi",0
"Formicivora erythronotos",0
"Formicivora intermedia",0
"Formicivora grisea",0
"Formicivora serrana",0
"Formicivora melanogaster",0
"Formicivora rufa",0
"Formicivora grantsaui",0
"Formicivora acutirostris",0
"Formicivora paludicola",0
"Dichrozona cincta",0
"Rhopias gularis",0
"Isleria hauxwelli",0
"Isleria guttata",0
"Thamnomanes ardesiacus",0
"Thamnomanes saturninus",0
"Thamnomanes caesius",0
"Thamnomanes schistogynus",0
"Megastictus margaritatus",0
"Sakesphorus cristatus",0
"Herpsilochmus pileatus",0
"Herpsilochmus atricapillus",0
"Herpsilochmus motacilloides",0
"Herpsilochmus parkeri",0
"Herpsilochmus sticturus",0
"Herpsilochmus dugandi",0
"Herpsilochmus stictocephalus",0
"Herpsilochmus dorsimaculatus",0
"Herpsilochmus roraimae",0
"Herpsilochmus pectoralis",0
"Herpsilochmus longirostris",0
"Herpsilochmus gentryi",0
"Herpsilochmus axillaris",0
"Herpsilochmus scapularis",0
"Herpsilochmus rufimarginatus",0
"Dysithamnus stictothorax",0
"Dysithamnus mentalis",0
"Dysithamnus striaticeps",0
"Dysithamnus puncticeps",0
"Dysithamnus xanthopterus",0
"Dysithamnus occidentalis",0
"Dysithamnus plumbeus",0
"Dysithamnus leucostictus",0
"Thamnophilus bernardi",0
"Thamnophilus melanonotus",0
"Thamnophilus melanothorax",0
"Thamnophilus doliatus",0
"Thamnophilus zarumae",0
"Thamnophilus tenuepunctatus",0
"Thamnophilus palliatus",0
"Thamnophilus bridgesi",0
"Thamnophilus nigriceps",0
"Thamnophilus praecox",0
"Thamnophilus nigrocinereus",0
"Thamnophilus cryptoleucus",0
"Thamnophilus aethiops",0
"Thamnophilus unicolor",0
"Thamnophilus schistaceus",0
"Thamnophilus murinus",0
"Thamnophilus aroyae",0
"Thamnophilus atrinucha",0
"Thamnophilus punctatus",0
"Thamnophilus stictocephalus",0
"Thamnophilus sticturus",0
"Thamnophilus pelzelni",0
"Thamnophilus ambiguus",0
"Thamnophilus amazonicus",0
"Thamnophilus divisorius",0
"Thamnophilus insignis",0
"Thamnophilus caerulescens",0
"Thamnophilus torquatus",0
"Thamnophilus ruficapillus",0
"Thamnophilus subfasciatus",0
"Sakesphorus canadensis",0
"Sakesphorus luctuosus",0
"Herpsilochmus sellowi",0
"Biatas nigropectus",0
"Cymbilaimus lineatus",0
"Cymbilaimus sanctaemariae",0
"Taraba major",0
"Mackenziaena leachii",0
"Mackenziaena severa",0
"Frederickena viridis",0
"Frederickena unduliger",0
"Hypoedaleus guttatus",0
"Batara cinerea",0
"Xenornis setifrons",0
"Pithys albifrons",0
"Pithys castaneus",0
"Phaenostictus mcleannani",1
"Gymnopithys leucaspis",0
"Gymnopithys rufigula",0
"Oneillornis salvini",0
"Oneillornis lunulatus",0
"Rhegmatorhina gymnops",0
